Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,2.989914560308604
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.1149063466800415
hello,hello,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.4974091387196573
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.5923276150321564
name,name,NN,NN,0,0,0,1,0,CONTENT,CONTENT,3.024265253836626
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.91519748755287
karishma,karishma,NN,NN,0,0,0,8,0,CONTENT,CONTENT,3.0645861710612494
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.655934674261051
watch,watch,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.513844028819205
fell,fell,VBD,VBD,0.25,0.25,0,1,0,CONTENT,CONTENT,3.146645680439872
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.937496473061829
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.297000604039352
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.248281603384566
prevailing,prevailing,VBG,VBG,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,1.0635063450697784
wind,wind,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2317948915523553
from,from,IN,IN,0,0,0,1,0,,FUNCTION,2.9519631344389468
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3262364769103163
east,east,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2522175441797
they,never,PRP,RB,0,0,0,1,0,,CONTENT,0.7342812903270978
would,,MD,,0,-1,0,1,0,,FUNCTION,1.0952807076075666
do,too,VBP,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
to,too,TO,RB,0,0,0,1,0,,CONTENT,3.135547424156796
10,thin,CD,JJ,0.5,0,1,2,0,,CONTENT,2.9009612774303406
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
to,too,TO,RB,0,0,0,1,0,,CONTENT,3.0692407015703695
ditch,rich,NN,JJ,0.20000000000000001,0.25,1,1,0,CONTENT,CONTENT,2.9009612774303406
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.135547424156796
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
the,breathing,DT,NN,0,0.1111111111111111,0,1,0,,CONTENT,2.7847481196594184
thing,,NN,,0.20000000000000001,-1,0,1,0,CONTENT,FUNCTION,2.3976890844106253
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
reading,breathing,NN,NN,0.14285714285714285,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
breathing,breathing,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.8342315867132597
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.960527606707816
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
satin,saturn,NN,NN,0.20000000000000001,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.1403195311147836
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.7834783955028506
what,what,WP,WP,0,0,0,1,0,,FUNCTION,2.487073683291493
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,1.5013488459789777
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,1.8209573595633934
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9433078743419268
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,3.1777883234729742
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.92036856291643
get,carry,VB,VB,0,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.242869713244305
it,,PRP,,0,-1,0,1,0,,FUNCTION,3.096647364921365
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.048765948599067
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.167711796388743
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.1818358489055583
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.077943150629523
as,as,IN,IN,0,0,0,1,0,,FUNCTION,2.9848763773966325
well,well,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.124414477503163
some,some,DT,DT,0,0,0,1,0,,FUNCTION,3.3219280948873613
lifeguards,lifeguards,NN,NN,0,0,0,2,0,CONTENT,CONTENT,2.299217262022437
sombroek,some,NN,DT,0,0,0,8,0,CONTENT,FUNCTION,2.5981729787203376
,rope,,NN,-1,0.25,0,8,0,,CONTENT,2.299217262022437
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.5981729787203376
rope,rope,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.299217262022437
anything,anything,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,2.8403119117268663
else,else,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.028579239818847
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,1.841556233188078
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.9303454499698383
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1979034103235437
of,of,IN,IN,0,0,0,1,0,,FUNCTION,3.279883643527954
should,should,MD,MD,0,0,0,1,0,,FUNCTION,3.1480304209797394
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.4874147797741637
start,start,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9670647846230835
writing,writing,VBG,VBG,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.0024124003318695
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.819279834322548
list,list,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.27370452167029
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.771864855035942
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.878300845838795
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.4155473051346883
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.7014549413637496
next,next,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.8927772270779317
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1369175726432283
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.3874617709496646
next,next,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.2147918185767423
back,back,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.1320034871101576
again,again,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.770058820717901
someone,some,NN,DT,0.14285714285714285,0,0,2,0,CONTENT,FUNCTION,2.8257033691447133
,wood,,NN,-1,0.25,0,2,0,,CONTENT,2.299217262022437
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.8257033691447133
wood,wood,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.299217262022437
i'll,are,NN,VBP,0.25,0,0,1,0,CONTENT,CONTENT,3.0813491531653288
be,we,VB,PRP,0,0,0,1,0,CONTENT,FUNCTION,3.270034432242571
heading,adding,VBG,VBG,0.14285714285714285,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.2326004697660364
up,ropes,RP,NNS,0,0.20000000000000001,0,1,0,,CONTENT,2.5230071296574006
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.0855488578742554
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.781736059658559
list,list,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.226896108022994
are,are,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.0813491531653288
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,3.270034432242571
adding,adding,VBG,VBG,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.2326004697660364
ropes,ropes,NNS,NNS,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.2723121975122007
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.153369194430005
the,the,DT,DT,0,0,0,1,0,,FUNCTION,3.1291610715800457
list?,list?,NN,NN,0.27825020346692042,0.27825020346692042,0,5,0,CONTENT,CONTENT,3.226896108022994
ask,axe,VB,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,1.8869850784137578
