Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
i'm,i'm,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,1.7153298906084644
an,an,DT,DT,0,0,0,1,0,,FUNCTION,3.143544290874551
incoming,incoming,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,1.418542869176899
senior,senior,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.4667268296312153
and,and,CC,CC,0,0,0,1,0,,FUNCTION,3.1372383706036873
i'm,i'm,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,1.251010126680535
a,a,DT,DT,0,0,0,1,0,,FUNCTION,1.4022328480997517
biology,biology,NN,NN,0.14285714285714285,0.14285714285714285,0,4,0,CONTENT,CONTENT,2.349487036984979
major,major,JJ,JJ,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.7664407859159574
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.655934674261051
watch,watch,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.513844028819205
fell,fell,VBD,VBD,0.25,0.25,0,1,0,CONTENT,CONTENT,3.146645680439872
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.937496473061829
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.297000604039352
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.248281603384566
prevailing,prevailing,VBG,VBG,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,1.0635063450697784
wind,wind,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2317948915523553
from,from,IN,IN,0,0,0,1,0,,FUNCTION,2.9519631344389468
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3262364769103163
east,east,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2522175441797
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.135547424156796
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
breathing,breathing,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.8342315867132597
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.960527606707816
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
oxygen,oxygen,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,3.3219280948873613
jacket,jacket,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.3219280948873613
radar,radar,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.3219280948873613
also,also,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.352661103236855
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.111643020639895
spacesuit,spacesuit,NN,NN,0,0,0,2,0,CONTENT,CONTENT,3.3219280948873613
repair,repair,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.7933742989470542
equipment,equipment,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.2136932223513557
clock,clock,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.3219280948873613
what,what,WP,WP,0,0,0,1,0,,FUNCTION,3.216652271738255
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.0115936395374723
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.2589577222633883
bag,bag,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.03135884641287
for,for,IN,IN,0,0,0,1,0,,FUNCTION,2.6487710005803464
bathroom,bathroom,NN,NN,0.125,0.125,0,2,0,CONTENT,CONTENT,2.8844339182739125
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,1.6837839803214192
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,0.6978891203879342
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.143219878344892
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.4874702900367271
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.4796926556248726
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.3454483867334375
jacket,jacket,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,0.9235023115758729
,or,,CC,-1,0,0,2,0,,FUNCTION,3.0544942416871708
would,would,MD,MD,0,0,0,1,0,,FUNCTION,1.3039814967900298
,it,,PRP,-1,0,0,1,0,,FUNCTION,1.6179254380344972
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.054023689706786
better,better,JJR,JJR,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.9068629669539456
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.317271988429771
go,go,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.210161801286853
with,with,IN,IN,0,0,0,1,0,,FUNCTION,1.4505566530649472
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.6125321586268506
blanket,blanket,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.246285132899166
it's,it's,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.7037873683205307
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.2717217220370234
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.0369001442313195
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.5293277600366144
but,but,CC,CC,0,0,0,1,0,,FUNCTION,3.039461735878548
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.5675477540782145
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.1437772157553243
know,know,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.6194049282699856
if,if,IN,IN,0,0,0,1,0,,FUNCTION,2.5599616902833975
they,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.958650513306747
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.7366299172071993
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.574927380064093
for,for,IN,IN,0,0,0,1,0,,FUNCTION,2.553026863266027
the,this,DT,DT,0,0.25,0,1,0,,FUNCTION,2.5996610792218613
situation,situation,NN,NN,0.1111111111111111,0.1111111111111111,0,4,0,CONTENT,CONTENT,2.8949181310763636
let's,let's,NN,NN,0.28278614550861386,0.28278614550861386,0,1,0,CONTENT,CONTENT,1.864145873967329
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.7895853181771835
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.626190492489275
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8003038804091207
like,like,IN,IN,0.25,0.25,0,1,0,,FUNCTION,1.9173443956796983
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.7065166146660133
car,car,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.370102116480108
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.3909170433519646
else,else,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.7455310183582766
would,would,MD,MD,0,0,0,1,0,,FUNCTION,3.178724024115231
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.9724338958167578
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111655089009832
instead,instead,RB,RB,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1002649943704412
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.8191010451252074
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.2959158191584517
radar,radar,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.174411387287164
maybe,maybe,RB,RB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1426437025771157
radio,radio,NN,NN,0.20000000000000001,0.20000000000000001,0,3,0,CONTENT,CONTENT,3.228667840477936
communication,communication,NN,NN,0.076923076923076927,0.076923076923076927,0,5,0,CONTENT,CONTENT,3.1067972577884344
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.4096095649396112
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.896956887928094
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.6381304776474659
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,3.21042277071215
one,one,CD,CD,0,0,0,1,0,,FUNCTION,2.41832288350122
more,more,JJR,JJR,0,0,0,1,0,CONTENT,CONTENT,2.651627496846545
what,what,WP,WP,0,0,0,1,0,,FUNCTION,0.7017433749014178
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.0642885838663787
fuel,fuel,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.914918991850171
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.6181081269514705
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.2223658808085727
oxygen,oxygen,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,2.920800896969779
would,would,MD,MD,0,0,0,1,0,,FUNCTION,1.46889057825922
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.920327506095925
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.4155776075580626
most,most,JJS,JJS,0,0,0,1,0,CONTENT,CONTENT,1.892915675354427
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,1.7388781454615994
than,then,IN,RB,0,0,0,1,0,,CONTENT,2.0606921877584745
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.214417593541866
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.948260616057418
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1894034097144575
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.6181081269514705
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9921486490292377
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.345195763468269
second,second,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.7587714445278357
because,because,IN,IN,0.14285714285714285,0.14285714285714285,0,2,0,,FUNCTION,3.0490101036586026
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,2.5146331368177477
can,can,MD,MD,0,0,0,1,0,,FUNCTION,1.3513968664950522
go,go,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.6506155723396
longer,longer,JJR,JJR,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.0038432230255596
without,without,IN,IN,0,0,0,2,0,,FUNCTION,3.050099444264973
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.991362951345708
probably,probably,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,1.3874617709496646
next,next,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9682197260093246
grouping,grouping,NN,NN,0.125,0.125,0,2,0,CONTENT,CONTENT,2.2098504417343627
space,space,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.8559250771477043
to,suit,TO,NN,0,0.25,0,1,0,,CONTENT,3.060819641694
repair,repair,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.08430731890802
equipment,equipment,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.620707307137435
radio,radio,NN,NN,0.20000000000000001,0.20000000000000001,0,3,0,CONTENT,CONTENT,2.9194896120382015
communication,communication,NN,NN,0.076923076923076927,0.076923076923076927,0,5,0,CONTENT,CONTENT,2.7816291045641455
stuff,stuff,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9021088487515194
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,0.7474988317440256
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.860342161586557
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.2912916155327014
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.979275948246136
one,one,CD,CD,0,0,0,1,0,,FUNCTION,3.0714323419252785
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.164062352651866
and,then,CC,RB,0,0,0,1,0,,CONTENT,2.175564836792945
space,space,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9595807996264885
suit,suit,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.974435092029187
radio,radio,NN,NN,0.20000000000000001,0.20000000000000001,0,3,0,CONTENT,CONTENT,3.2667927551291696
six,six,CD,CD,0,0,0,1,0,,FUNCTION,2.676350778541835
radar,radar,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.2603260335224404
seven,seven,CD,CD,0.20000000000000001,0.20000000000000001,0,2,0,,FUNCTION,3.182005814760214
bathrooms,bathrooms,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,1.3984657314506668
and,then,CC,RB,0,0,0,1,0,,CONTENT,2.903304000589978
writer,radar,NN,NN,0.16666666666666666,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1067083237740656
bathroom,bathroom,NN,NN,0.125,0.125,0,2,0,CONTENT,CONTENT,1.8684765324439017
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.387737193861687
going,blanker,VBG,NN,0,0,0,2,0,CONTENT,CONTENT,1.3984657314506668
to,then,TO,RB,0,0,0,1,0,,CONTENT,2.7888231033250497
lynnfield,fuel,NN,NN,0,0.25,0,9,0,CONTENT,CONTENT,3.1067083237740656
blanket,blanket,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.3219280948873613
probably,probably,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,2.024515053421255
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.6339717347368485
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.4439039692372262
stay,stay,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1413246810190465
warm,warm,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2676636005411788
since,since,IN,IN,0.20000000000000001,0.20000000000000001,0,1,0,,FUNCTION,2.9911719468620523
one,we're,CD,NN,0,0.20000000000000001,0,1,0,,CONTENT,0.7983583201831526
,on,,IN,-1,0,0,1,0,,FUNCTION,3.014874270997201
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.061943002080118
dark,dark,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.7863635413784116
side,side,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.982198876622874
definitely,definitely,RB,RB,0.10000000000000001,0.10000000000000001,0,4,0,CONTENT,CONTENT,2.352661103236855
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.964447841592205
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.114635360884291
they,they,PRP,PRP,0,0,0,1,0,,FUNCTION,1.859710368862901
know,know,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.3645859539214558
which,which,WDT,WDT,0,0,0,1,0,,FUNCTION,2.3166607236607812
direction,direction,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.560865507289617
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3500401973299945
townsend,town's,NN,NN,0.125,0.23335750881197989,0,8,0,CONTENT,CONTENT,3.3099246070764177
,in,,IN,-1,0,0,8,0,,FUNCTION,2.0004827107430687
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.9544373210927986
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.8120991959915016
just,just,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.405082628107973
thought,thought,VBD,VBD,0.14285714285714285,0.14285714285714285,0,1,0,CONTENT,CONTENT,2.4731646964995813
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.136587990771608
compass,compass,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.4930725646348733
maybe,maybe,RB,RB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.5379753246188446
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.883096218466174
hot,hat,JJ,NN,0.33333333333333331,0.33333333333333331,1,1,0,CONTENT,CONTENT,2.584751571601385
umbrella,umbrella,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,3.0081462672659094
or,or,CC,CC,0,0,0,1,0,,FUNCTION,3.1377878726041333
fan,fan,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.1852381430853383
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.2581471224385266
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.21024886909458
use,use,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.2188306887031177
like,like,IN,IN,0.25,0.25,0,1,0,,FUNCTION,3.111742242845336
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.994499402584296
portable,portable,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,1.1859709299077892
fan,fan,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,0.5045134452328223
that,that,IN,IN,0,0,0,1,0,,FUNCTION,1.600489628557922
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,1.0670375847605034
holding,hold,VBG,VB,0.14285714285714285,0.25,0,2,0,CONTENT,CONTENT,2.901042449052552
,in,,IN,-1,0,0,2,0,,FUNCTION,2.874164306364622
your,your,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.985023027536075
hand,hand,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1572579787549944
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.5460996705263517
could,could,MD,MD,0,0,0,1,0,,FUNCTION,3.2512556004018855
definitely,definitely,RB,RB,0.10000000000000001,0.10000000000000001,0,4,0,CONTENT,CONTENT,2.9182592744910707
use,use,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.0718247420546363
a,a,DT,DT,0,0,0,1,0,,FUNCTION,3.1182010705775083
jacket,jacket,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.986959816243107
here,here,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.120322990271636
because,because,IN,IN,0.14285714285714285,0.14285714285714285,0,2,0,,FUNCTION,3.215098692718775
i'll,it,NN,PRP,0.25,0,0,1,0,CONTENT,FUNCTION,3.0331760280529703
,will,,MD,-1,0,0,1,0,,FUNCTION,1.7177043095915903
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,0.6637711726520904
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.6113611736102866
cold,cold,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.223399276604747
at,at,IN,IN,0,0,0,1,0,,FUNCTION,3.094414856959537
night,night,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.76245307393764
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.6890228338205375
that,that,IN,IN,0,0,0,1,0,,FUNCTION,1.851533270863786
would,would,MD,MD,0,0,0,1,0,,FUNCTION,2.5077927256429686
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.9410487922493904
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.213469483116318
here,here,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.050597714660995
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.1470363007779747
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.1336396864277676
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,2.566785924410977
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.148673416073059
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.2029547166569765
and,anti-,CC,NN,0,0,0,1,0,,CONTENT,2.990153918456873
having,venom,VBG,NN,0,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.3873244854662734
to,in,TO,IN,0,0,0,1,0,,FUNCTION,3.015180943415243
make,,VB,,0.25,-1,0,1,0,CONTENT,FUNCTION,2.7312293266905217
this,case,DT,NN,0.25,0.25,0,1,0,,CONTENT,3.2045908125735996
forget,we,NN,PRP,0.16666666666666666,0,0,2,0,CONTENT,FUNCTION,2.420071227619562
,get,,VB,-1,0,0,2,0,,CONTENT,2.9439512321716106
that,bitten,IN,NN,0,0.16666666666666666,0,1,0,,CONTENT,1.8105776485784408
the,by,DT,IN,0,0,0,1,0,,FUNCTION,2.719489722893111
snakes,snakes,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.224262015180907
anti-,anti-,NN,NN,0,0,0,6,0,CONTENT,CONTENT,2.3234009955525736
venom,venom,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.3219280948873613
sunglasses,sunglasses,NN,NN,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,3.034504638320307
are,are,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.5526763249426185
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,0.9306386390345317
,though,,IN,-1,0,0,1,0,,FUNCTION,1.062150252610855
that,that,IN,IN,0,0,0,1,0,,FUNCTION,3.036733268641335
,would,,MD,-1,0,0,1,0,,FUNCTION,1.4974163041277577
actually,actually,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,2.3122090273789744
,be,,VB,-1,0,0,3,0,,CONTENT,3.1750698492477727
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.1272807129265368
smart,smart,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.2848232674156224
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0424576191674992
there,there,EX,EX,0,0,0,1,0,,FUNCTION,1.9685904832094
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.1489630843119603
sticker,stick,NN,VB,0.14285714285714285,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.0478266643088383
,or,,CC,-1,0,0,2,0,,FUNCTION,2.6973673442323287
sword,sword,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1852381430853383
