Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.6016785311103527
am,am,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.703937780754052
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.6689587814901103
communication,communication,NN,NN,0.076923076923076927,0.076923076923076927,0,5,0,CONTENT,CONTENT,2.625014113667758
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.3904248109870023
criminal,criminal,JJ,JJ,0.125,0.125,0,3,0,CONTENT,CONTENT,3.167556512282934
justice,justice,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.955772137465165
major,major,JJ,JJ,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.6662215586492275
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.23762828346061485
am,am,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,1.368989235995664
also,also,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.7062651250176533
senior,senior,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.111643020639895
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.655934674261051
watch,watch,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.513844028819205
fell,fell,VBD,VBD,0.25,0.25,0,1,0,CONTENT,CONTENT,3.146645680439872
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.937496473061829
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.297000604039352
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.248281603384566
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.797287000983832
coach,coach,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.86594773160001
watch,watch,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1006897440093093
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.135547424156796
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.4871015359956017
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.0544897591503966
of,of,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.604750726133348
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.7296315721728077
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.1241193697816527
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.1185761962888183
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.176548410230057
item,item,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.0214895712703322
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.031581788928758
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.6821334961564163
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.9277149879132853
okay,okay,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.3219280948873613
what,what,WP,WP,0,0,0,1,0,,FUNCTION,2.8890706436247733
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.0963423603339826
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.914918991850171
okay,okay,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.3219280948873613
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.7506557131753646
